,file,f1_score,precision,recall,model_type,instructed,model_configurations,model_size,quantization,fine_tuning,maxNewTokensFactor,nShotsInference,model,training_params_string,bnb_4bit_compute_dtype,r,lora_alpha,lora_dropout,gradient_accumulation_steps,learning_rate
0,data/qwen/14B_4bit_base/maxNewTokensFactor4_nShotsInference0_BaseModel_Qwen1.5-14B-Chat_4.csv,0.1549250876633726,0.596319018404908,0.0890272943762593,qwen,instructed,14B_4bit_base,14,4bit,base,4,0,BaseModel_Qwen1.5-14B-Chat_4,,,,,,,
1,data/qwen/14B_4bit_base/maxNewTokensFactor8_nShotsInference0_BaseModel_Qwen1.5-14B-Chat_4.csv,0.1909271422025355,0.5852059925093633,0.1140719109326519,qwen,instructed,14B_4bit_base,14,4bit,base,8,0,BaseModel_Qwen1.5-14B-Chat_4,,,,,,,
2,data/qwen/14B_4bit_base/maxNewTokensFactor8_nShotsInference2_BaseModel_Qwen1.5-14B-Chat_4.csv,0.4684940482690837,0.6294014084507042,0.3731083666724648,qwen,instructed,14B_4bit_base,14,4bit,base,8,2,BaseModel_Qwen1.5-14B-Chat_4,,,,,,,
3,data/qwen/14B_4bit_base/maxNewTokensFactor8_nShotsInference4_BaseModel_Qwen1.5-14B-Chat_4.csv,0.5583674924255926,0.582450269566834,0.5361971589936676,qwen,instructed,14B_4bit_base,14,4bit,base,8,4,BaseModel_Qwen1.5-14B-Chat_4,,,,,,,
4,data/qwen/14B_4bit_base/maxNewTokensFactor4_nShotsInference3_BaseModel_Qwen1.5-14B-Chat_4.csv,0.5096873398257303,0.6064893876555257,0.4395332390381895,qwen,instructed,14B_4bit_base,14,4bit,base,4,3,BaseModel_Qwen1.5-14B-Chat_4,,,,,,,
5,data/qwen/14B_4bit_base/maxNewTokensFactor4_nShotsInference4_BaseModel_Qwen1.5-14B-Chat_4.csv,0.5459541406101953,0.5910956093557653,0.507218309859155,qwen,instructed,14B_4bit_base,14,4bit,base,4,4,BaseModel_Qwen1.5-14B-Chat_4,,,,,,,
6,data/qwen/14B_4bit_base/maxNewTokensFactor8_nShotsInference3_BaseModel_Qwen1.5-14B-Chat_4.csv,0.5299330445057109,0.6071750902527075,0.470125786163522,qwen,instructed,14B_4bit_base,14,4bit,base,8,3,BaseModel_Qwen1.5-14B-Chat_4,,,,,,,
7,data/qwen/14B_4bit_base/maxNewTokensFactor8_nShotsInference1_BaseModel_Qwen1.5-14B-Chat_4.csv,0.5341839649590554,0.5849843587069864,0.4915016646223935,qwen,instructed,14B_4bit_base,14,4bit,base,8,1,BaseModel_Qwen1.5-14B-Chat_4,,,,,,,
8,data/qwen/14B_4bit_base/maxNewTokensFactor4_nShotsInference1_BaseModel_Qwen1.5-14B-Chat_4.csv,0.5117109964271536,0.5871099977226144,0.4534740545294635,qwen,instructed,14B_4bit_base,14,4bit,base,4,1,BaseModel_Qwen1.5-14B-Chat_4,,,,,,,
9,data/qwen/14B_4bit_base/maxNewTokensFactor4_nShotsInference2_BaseModel_Qwen1.5-14B-Chat_4.csv,0.4627730717788676,0.643521388716677,0.3612948137835016,qwen,instructed,14B_4bit_base,14,4bit,base,4,2,BaseModel_Qwen1.5-14B-Chat_4,,,,,,,
0,data/qwen/7B_4bit_base/maxNewTokensFactor8_nShotsInference0_BaseModel.csv,0.4938149430974764,0.5705465355591127,0.4352756454989532,qwen,instructed,7B_4bit_base,7,4bit,base,8,0,BaseModel,,,,,,,
1,data/qwen/7B_4bit_base/maxNewTokensFactor8_nShotsInference4_BaseModel.csv,0.5523187677883812,0.5413521496553988,0.5637388926862611,qwen,instructed,7B_4bit_base,7,4bit,base,8,4,BaseModel,,,,,,,
2,data/qwen/7B_4bit_base/maxNewTokensFactor4_nShotsInference1_BaseModel.csv,0.5056320400500627,0.5655825974585398,0.4571727019498607,qwen,instructed,7B_4bit_base,7,4bit,base,4,1,BaseModel,,,,,,,
3,data/qwen/7B_4bit_base/maxNewTokensFactor4_nShotsInference2_BaseModel.csv,0.4967332820906995,0.5703883495145631,0.4399251191286589,qwen,instructed,7B_4bit_base,7,4bit,base,4,2,BaseModel,,,,,,,
4,data/qwen/7B_4bit_base/maxNewTokensFactor8_nShotsInference2_BaseModel.csv,0.5173381620642825,0.5610761979575806,0.4799260876868805,qwen,instructed,7B_4bit_base,7,4bit,base,8,2,BaseModel,,,,,,,
5,data/qwen/7B_4bit_base/maxNewTokensFactor4_nShotsInference4_BaseModel.csv,0.5302975977052706,0.5482854494902688,0.5134525256031939,qwen,instructed,7B_4bit_base,7,4bit,base,4,4,BaseModel,,,,,,,
6,data/qwen/7B_4bit_base/maxNewTokensFactor4_nShotsInference3_BaseModel.csv,0.5170449238815729,0.5600971266693646,0.4801387684301821,qwen,instructed,7B_4bit_base,7,4bit,base,4,3,BaseModel,,,,,,,
7,data/qwen/7B_4bit_base/maxNewTokensFactor4_nShotsInference0_BaseModel.csv,0.4646338933831155,0.5691056910569106,0.3925692253767963,qwen,instructed,7B_4bit_base,7,4bit,base,4,0,BaseModel,,,,,,,
8,data/qwen/7B_4bit_base/maxNewTokensFactor8_nShotsInference3_BaseModel.csv,0.5324847520551578,0.5512445095168375,0.5149598221918277,qwen,instructed,7B_4bit_base,7,4bit,base,8,3,BaseModel,,,,,,,
9,data/qwen/7B_4bit_base/maxNewTokensFactor8_nShotsInference1_BaseModel.csv,0.527816091954023,0.564294140778608,0.4957678355501814,qwen,instructed,7B_4bit_base,7,4bit,base,8,1,BaseModel,,,,,,,
0,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_64_32_0.01_8_0.002.csv,,,0.0,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_64_32_0.01_8_0.002.csv,torch.bfloat16,64.0,32.0,0.01,8.0,0.002
1,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_64_32_0.05_4_0.0002.csv,0.627433390149816,0.6629383886255924,0.5955381471389646,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_64_32_0.05_4_0.0002.csv,torch.bfloat16,64.0,32.0,0.05,4.0,0.0002
2,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.01_2_0.0002.csv,0.5529566360052562,0.4638959320912799,0.6843389168970564,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.01_2_0.0002.csv,torch.bfloat16,16.0,32.0,0.01,2.0,0.0002
3,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.01_4_0.0002.csv,0.5341125954198472,0.7718028266115132,0.4083530913733357,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.01_4_0.0002.csv,torch.bfloat16,16.0,32.0,0.01,4.0,0.0002
4,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_64_32_0.01_4_0.0002.csv,0.6259262823597344,0.7049642315196185,0.5628245067497404,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_64_32_0.01_4_0.0002.csv,torch.bfloat16,64.0,32.0,0.01,4.0,0.0002
5,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.01_8_0.0002.csv,0.5825170673790443,0.5338683351468988,0.6409209666884389,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.01_8_0.0002.csv,torch.bfloat16,16.0,32.0,0.01,8.0,0.0002
6,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_32_32_0.01_4_0.0002.csv,0.5056454429053662,0.7232767232767233,0.3886900501073729,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_32_32_0.01_4_0.0002.csv,torch.bfloat16,32.0,32.0,0.01,4.0,0.0002
7,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_64_32_0.01_4_0.0002.csv,0.5654180954893169,0.4857790368271955,0.6762896355892096,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_64_32_0.01_4_0.0002.csv,torch.bfloat16,64.0,32.0,0.01,4.0,0.0002
8,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.05_8_0.002.csv,,,0.0,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.05_8_0.002.csv,torch.bfloat16,16.0,32.0,0.05,8.0,0.002
9,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.05_4_0.0002.csv,0.6323779087186657,0.7321924144310823,0.556512568113904,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.05_4_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,4.0,0.0002
10,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_64_32_0.01_8_0.0002.csv,0.5712423625254583,0.5565079365079365,0.5867782426778243,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_64_32_0.01_8_0.0002.csv,torch.bfloat16,64.0,32.0,0.01,8.0,0.0002
11,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.01_2_0.0002.csv,0.6156276131190189,0.6647271268057785,0.5732825748399377,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.01_2_0.0002.csv,torch.bfloat16,16.0,32.0,0.01,2.0,0.0002
12,data/mistral/4bit/maxNewTokensFactor8_nShotsInference4_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.05_8_0.002.csv,,0.0,0.0,mistral,instructed,4bit,7,4bit,FT,8,4,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.05_8_0.002.csv,torch.bfloat16,16.0,32.0,0.05,8.0,0.002
13,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_32_32_0.01_4_0.002.csv,,,0.0,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_32_32_0.01_4_0.002.csv,torch.bfloat16,32.0,32.0,0.01,4.0,0.002
14,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.01_4_0.0002.csv,0.5485166183359358,0.7084413713627197,0.4474977252047316,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.01_4_0.0002.csv,torch.bfloat16,16.0,32.0,0.01,4.0,0.0002
15,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_32_32_0.01_4_0.0002.csv,0.4465416936005171,0.7665335108743897,0.3150310105800802,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_32_32_0.01_4_0.0002.csv,torch.bfloat16,32.0,32.0,0.01,4.0,0.0002
16,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_64_32_0.05_8_0.0002.csv,0.5993024414549077,0.6991397349453615,0.5244157656086501,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_64_32_0.05_8_0.0002.csv,torch.bfloat16,64.0,32.0,0.05,8.0,0.0002
17,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_32_32_0.01_2_0.0002.csv,0.5695806834105853,0.70378263185935,0.4783632084012312,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_32_32_0.01_2_0.0002.csv,torch.bfloat16,32.0,32.0,0.01,2.0,0.0002
18,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_32_32_0.05_2_0.0002.csv,0.602142085093839,0.6765290351070876,0.5424929178470255,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_32_32_0.05_2_0.0002.csv,torch.bfloat16,32.0,32.0,0.05,2.0,0.0002
19,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.01_8_0.0002.csv,0.6019730219448359,0.7105513307984791,0.5221795319594831,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.01_8_0.0002.csv,torch.bfloat16,16.0,32.0,0.01,8.0,0.0002
20,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_64_32_0.01_2_0.0002.csv,0.5412192587461033,0.5320054477357848,0.5507578427916814,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_64_32_0.01_2_0.0002.csv,torch.bfloat16,64.0,32.0,0.01,2.0,0.0002
21,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_32_32_0.01_8_0.0002.csv,0.590941768511862,0.7163844621513944,0.502884111169376,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_32_32_0.01_8_0.0002.csv,torch.bfloat16,32.0,32.0,0.01,8.0,0.0002
22,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_32_32_0.05_2_0.0002.csv,0.5536296296296296,0.4877316627512398,0.6401164782459746,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_32_32_0.05_2_0.0002.csv,torch.bfloat16,32.0,32.0,0.05,2.0,0.0002
23,data/mistral/4bit/maxNewTokensFactor8_nShotsInference4_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.05_4_0.0002.csv,0.6365024511773688,0.609981515711645,0.6654343807763401,mistral,instructed,4bit,7,4bit,FT,8,4,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.05_4_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,4.0,0.0002
24,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.05_2_0.0002.csv,0.5643931588708015,0.6623941958887546,0.4916532040926225,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.05_2_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,2.0,0.0002
25,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.05_8_0.002.csv,,,0.0,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.05_8_0.002.csv,torch.bfloat16,16.0,32.0,0.05,8.0,0.002
26,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_32_32_0.05_8_0.0002.csv,0.6498101623717586,0.6371989860583016,0.6629306082083402,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_32_32_0.05_8_0.0002.csv,torch.bfloat16,32.0,32.0,0.05,8.0,0.0002
27,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_64_32_0.01_8_0.002.csv,,,0.0,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_64_32_0.01_8_0.002.csv,torch.bfloat16,64.0,32.0,0.01,8.0,0.002
28,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.05_2_0.0002.csv,0.5312916111850865,0.5099041533546326,0.5545517720639332,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.05_2_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,2.0,0.0002
29,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_64_32_0.01_2_0.0002.csv,0.5594684385382059,0.7258620689655172,0.4551351351351351,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_64_32_0.01_2_0.0002.csv,torch.bfloat16,64.0,32.0,0.01,2.0,0.0002
30,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.05_8_0.0002.csv,0.581082933516107,0.512699564586357,0.6705156596013919,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.05_8_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,8.0,0.0002
31,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_32_32_0.01_4_0.002.csv,,,0.0,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_32_32_0.01_4_0.002.csv,torch.bfloat16,32.0,32.0,0.01,4.0,0.002
32,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_32_32_0.01_8_0.0002.csv,0.6117253997295362,0.5838141512298816,0.6424394319131161,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_32_32_0.01_8_0.0002.csv,torch.bfloat16,32.0,32.0,0.01,8.0,0.0002
33,data/mistral/4bit/maxNewTokensFactor8_nShotsInference4_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.01_2_0.0002.csv,0.6154703832752614,0.5446472619634929,0.7074655559115668,mistral,instructed,4bit,7,4bit,FT,8,4,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.01_2_0.0002.csv,torch.bfloat16,16.0,32.0,0.01,2.0,0.0002
34,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_64_32_0.05_8_0.0002.csv,0.5927023784317876,0.5310484380928291,0.6705525391248802,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_64_32_0.05_8_0.0002.csv,torch.bfloat16,64.0,32.0,0.05,8.0,0.0002
35,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_32_32_0.05_4_0.0002.csv,0.619404538829898,0.7591222250574126,0.5231229119043432,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_32_32_0.05_4_0.0002.csv,torch.bfloat16,32.0,32.0,0.05,4.0,0.0002
36,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_64_32_0.05_2_0.0002.csv,0.4997181192919157,0.6610978520286396,0.4016675729563168,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_64_32_0.05_2_0.0002.csv,torch.bfloat16,64.0,32.0,0.05,2.0,0.0002
37,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_32_32_0.01_2_0.0002.csv,0.5705776173285199,0.5848288621646623,0.5570044052863437,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_32_32_0.01_2_0.0002.csv,torch.bfloat16,32.0,32.0,0.01,2.0,0.0002
38,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_32_32_0.05_8_0.0002.csv,0.6263373662633737,0.7275261324041812,0.5498595505617978,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_32_32_0.05_8_0.0002.csv,torch.bfloat16,32.0,32.0,0.05,8.0,0.0002
39,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.05_4_0.0002.csv,0.6246579752132625,0.6020788085634502,0.6489966555183947,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.05_4_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,4.0,0.0002
40,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_64_32_0.05_2_0.0002.csv,0.4951243295953194,0.7450476889214968,0.3707557502738225,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_64_32_0.05_2_0.0002.csv,torch.bfloat16,64.0,32.0,0.05,2.0,0.0002
41,data/mistral/4bit/maxNewTokensFactor8_nShotsInference4_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.05_2_0.0002.csv,0.5571191329429247,0.5604009143660981,0.55387556482447,mistral,instructed,4bit,7,4bit,FT,8,4,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.05_2_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,2.0,0.0002
42,data/mistral/4bit/maxNewTokensFactor8_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_32_32_0.05_4_0.0002.csv,0.649227974568574,0.693441986806364,0.6103142076502732,mistral,instructed,4bit,7,4bit,FT,8,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_32_32_0.05_4_0.0002.csv,torch.bfloat16,32.0,32.0,0.05,4.0,0.0002
43,data/mistral/4bit/maxNewTokensFactor8_nShotsInference4_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.05_8_0.0002.csv,0.6171590449210846,0.5484296331814913,0.7055829734731647,mistral,instructed,4bit,7,4bit,FT,8,4,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.05_8_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,8.0,0.0002
44,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_16_32_0.05_8_0.0002.csv,0.5980922411249877,0.6900385749943272,0.5277681360638667,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_16_32_0.05_8_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,8.0,0.0002
45,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_64_32_0.05_4_0.0002.csv,0.6133082234777151,0.7532767925983038,0.517204870301747,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_64_32_0.05_4_0.0002.csv,torch.bfloat16,64.0,32.0,0.05,4.0,0.0002
46,data/mistral/4bit/maxNewTokensFactor4_nShotsInference2_Mistral-7B-Instruct-v0.2_adapters_en.layer1_4_torch.bfloat16_64_32_0.01_8_0.0002.csv,0.5589566716964862,0.7129502337091009,0.4596702712285055,mistral,instructed,4bit,7,4bit,FT,4,2,Mistral-7B-Instruct-v0.2,en.layer1_4_torch.bfloat16_64_32_0.01_8_0.0002.csv,torch.bfloat16,64.0,32.0,0.01,8.0,0.0002
0,data/mistral/NoQuant_FT/maxNewTokensFactor4_nShotsInference2_mistral-7b-instruct-v0.2__adapters_en.layer1_NoQuant_torch.bfloat16_16_32_0.01_4_0.0002.csv,0.5759884678747941,0.6938724882163235,0.4923428973772223,mistral,instructed,NoQuant_FT,7,NoQuant,FT,4,2,mistral-7b-instruct-v0.2_,en.layer1_NoQuant_torch.bfloat16_16_32_0.01_4_0.0002.csv,torch.bfloat16,16.0,32.0,0.01,4.0,0.0002
1,data/mistral/NoQuant_FT/maxNewTokensFactor4_nShotsInference0_mistral-7b-instruct-v0.2__adapters_en.layer1_NoQuant_torch.bfloat16_16_32_0.01_4_0.0002.csv,0.5369156837046746,0.7120509849362688,0.4309256661991585,mistral,instructed,NoQuant_FT,7,NoQuant,FT,4,0,mistral-7b-instruct-v0.2_,en.layer1_NoQuant_torch.bfloat16_16_32_0.01_4_0.0002.csv,torch.bfloat16,16.0,32.0,0.01,4.0,0.0002
2,data/mistral/NoQuant_FT/maxNewTokensFactor4_nShotsInference0_mistral-7b-instruct-v0.2__adapters_en.layer1_NoQuant_torch.bfloat16_16_32_0.05_2_0.0002.csv,0.6632243258749283,0.7432490355765109,0.5987569060773481,mistral,instructed,NoQuant_FT,7,NoQuant,FT,4,0,mistral-7b-instruct-v0.2_,en.layer1_NoQuant_torch.bfloat16_16_32_0.05_2_0.0002.csv,torch.bfloat16,16.0,32.0,0.05,2.0,0.0002
